fens,moves,score
3rr1k1/pp3ppp/3pbq2/4p2P/6B1/2P5/P4PP1/4RRK1 b - - 5 22,f6g5,-1
3rr1k1/pp3ppp/3pb3/4p1qP/6B1/2P5/P4PP1/4RRK1 w - - 6 23,g4f3,1
3rr1k1/pp3ppp/3pb3/4p1qP/8/2P2B2/P4PP1/4RRK1 b - - 7 23,g5g4,-1
3rr1k1/pp3ppp/3pb3/4p2P/6q1/2P2B2/P4PP1/4RRK1 w - - 8 24,f3g4,1
3rr1k1/pp3ppp/3pb3/4p2P/6B1/2P5/P4PP1/4RRK1 b - - 0 24,e6f5,-1
3rr1k1/pp3ppp/3p4/4pb1P/6B1/2P5/P4PP1/4RRK1 w - - 1 25,g4f5,1
3rr1k1/pp3ppp/3p4/4pB1P/8/2P5/P4PP1/4RRK1 b - - 0 25,f7f6,-1
3rr1k1/pp4pp/3p1p2/4pB1P/8/2P5/P4PP1/4RRK1 w - - 0 26,g2g4,1
3rr1k1/pp4pp/3p1p2/4pB1P/6P1/2P5/P4P2/4RRK1 b - - 0 26,d8d7,-1
4r1k1/pp1r2pp/3p1p2/4pB1P/6P1/2P5/P4P2/4RRK1 w - - 1 27,g1g2,1
4r1k1/pp1r2pp/3p1p2/4pB1P/6P1/2P5/P4PK1/4RR2 b - - 2 27,e8e7,-1
6k1/pp1rr1pp/3p1p2/4pB1P/6P1/2P5/P4PK1/4RR2 w - - 3 28,f2f3,1
6k1/pp1rr1pp/3p1p2/4pB1P/6P1/2P2P2/P5K1/4RR2 b - - 0 28,g7g6,-1
6k1/pp1rr2p/3p1pp1/4pB1P/6P1/2P2P2/P5K1/4RR2 w - - 0 29,c3c4,1
6k1/pp1rr2p/3p1pp1/4pB1P/2P3P1/5P2/P5K1/4RR2 b - - 0 29,g6f5,-1
6k1/pp1rr2p/3p1p2/4pp1P/2P3P1/5P2/P5K1/4RR2 w - - 0 30,g2h3,1
6k1/pp1rr2p/3p1p2/4pp1P/2P3P1/5P1K/P7/4RR2 b - - 1 30,f5g4,-1
6k1/pp1rr2p/3p1p2/4p2P/2P3p1/5P1K/P7/4RR2 w - - 0 31,h3g4,1
6k1/pp1rr2p/3p1p2/4p2P/2P3K1/5P2/P7/4RR2 b - - 0 31,g8g7,-1
8/pp1rr1kp/3p1p2/4p2P/2P3K1/5P2/P7/4RR2 w - - 1 32,f3f4,1
8/pp1rr1kp/3p1p2/4p2P/2P2PK1/8/P7/4RR2 b - - 0 32,e5f4,-1
8/pp1rr1kp/3p1p2/7P/2P2pK1/8/P7/4RR2 w - - 0 33,c4c5,1
8/pp1rr1kp/3p1p2/2P4P/5pK1/8/P7/4RR2 b - - 0 33,d6c5,-1
8/pp1rr1kp/5p2/2p4P/5pK1/8/P7/4RR2 w - - 0 34,e1e4,1
8/pp1rr1kp/5p2/2p4P/4RpK1/8/P7/5R2 b - - 1 34,b7b6,-1
8/p2rr1kp/1p3p2/2p4P/4RpK1/8/P7/5R2 w - - 0 35,g4f5,1
8/p2rr1kp/1p3p2/2p2K1P/4Rp2/8/P7/5R2 b - - 1 35,f4f3,-1
8/p2rr1kp/1p3p2/2p2K1P/4R3/5p2/P7/5R2 w - - 0 36,f1f2,1
8/p2rr1kp/1p3p2/2p2K1P/4R3/5p2/P4R2/8 b - - 1 36,g7h6,-1
8/p2rr2p/1p3p1k/2p2K1P/4R3/5p2/P4R2/8 w - - 2 37,e4e3,1
8/p2rr2p/1p3p1k/2p2K1P/8/4Rp2/P4R2/8 b - - 3 37,h6h5,-1
8/p2rr2p/1p3p2/2p2K1k/8/4Rp2/P4R2/8 w - - 0 38,f2h2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,d7d5,-1
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,e2e3,1
rnbqkbnr/ppp1pppp/8/3p4/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,g8f6,-1
rnbqkb1r/ppp1pppp/5n2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3,d2d4,1
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,e7e6,-1
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,b1c3,1
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/2N1PN2/PPP2PPP/R1BQKB1R b KQkq - 1 4,f8e7,-1
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/2N1PN2/PPP2PPP/R1BQKB1R w KQkq - 2 5,e1d2,1
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/2N1PN2/PPPK1PPP/R1BQ1B1R b kq - 3 5,e8g8,-1
rnbq1rk1/ppp1bppp/4pn2/3p4/3P4/2N1PN2/PPPK1PPP/R1BQ1B1R w - - 4 6,h2h3,1
rnbq1rk1/ppp1bppp/4pn2/3p4/3P4/2N1PN1P/PPPK1PP1/R1BQ1B1R b - - 0 6,b8c6,-1
r1bq1rk1/ppp1bppp/2n1pn2/3p4/3P4/2N1PN1P/PPPK1PP1/R1BQ1B1R w - - 1 7,f3h4,1
r1bq1rk1/ppp1bppp/2n1pn2/3p4/3P3N/2N1P2P/PPPK1PP1/R1BQ1B1R b - - 2 7,a7a6,-1
r1bq1rk1/1pp1bppp/p1n1pn2/3p4/3P3N/2N1P2P/PPPK1PP1/R1BQ1B1R w - - 0 8,e3e4,1
r1bq1rk1/1pp1bppp/p1n1pn2/3p4/3PP2N/2N4P/PPPK1PP1/R1BQ1B1R b - - 0 8,d5e4,-1
r1bq1rk1/1pp1bppp/p1n1pn2/8/3Pp2N/2N4P/PPPK1PP1/R1BQ1B1R w - - 0 9,g2g3,1
r1bq1rk1/1pp1bppp/p1n1pn2/8/3Pp2N/2N3PP/PPPK1P2/R1BQ1B1R b - - 0 9,c8d7,-1
r2q1rk1/1ppbbppp/p1n1pn2/8/3Pp2N/2N3PP/PPPK1P2/R1BQ1B1R w - - 1 10,f1g2,1
r2q1rk1/1ppbbppp/p1n1pn2/8/3Pp2N/2N3PP/PPPK1PB1/R1BQ3R b - - 2 10,c6d4,-1
r2q1rk1/1ppbbppp/p3pn2/8/3np2N/2N3PP/PPPK1PB1/R1BQ3R w - - 0 11,b2b3,1
r2q1rk1/1ppbbppp/p3pn2/8/3np2N/1PN3PP/P1PK1PB1/R1BQ3R b - - 0 11,d4e2,-1
r2q1rk1/1ppbbppp/p3pn2/8/4p2N/1PN3PP/P1PKnPB1/R1BQ3R w - - 1 12,d2e3,1
r2q1rk1/1ppbbppp/p3pn2/8/4p2N/1PN1K1PP/P1P1nPB1/R1BQ3R b - - 2 12,a8c8,-1
2rq1rk1/1ppbbppp/p3pn2/8/4p2N/1PN1K1PP/P1P1nPB1/R1BQ3R w - - 3 13,c3e2,1
2rq1rk1/1ppbbppp/p3pn2/8/4p2N/1P2K1PP/P1P1NPB1/R1BQ3R b - - 0 13,c7c6,-1
2rq1rk1/1p1bbppp/p1p1pn2/8/4p2N/1P2K1PP/P1P1NPB1/R1BQ3R w - - 0 14,h4f5,1
2rq1rk1/1p1bbppp/p1p1pn2/5N2/4p3/1P2K1PP/P1P1NPB1/R1BQ3R b - - 1 14,e6f5,-1
2rq1rk1/1p1bbppp/p1p2n2/5p2/4p3/1P2K1PP/P1P1NPB1/R1BQ3R w - - 0 15,e2c3,1
2rq1rk1/1p1bbppp/p1p2n2/5p2/4p3/1PN1K1PP/P1P2PB1/R1BQ3R b - - 1 15,h7h6,-1
2rq1rk1/1p1bbpp1/p1p2n1p/5p2/4p3/1PN1K1PP/P1P2PB1/R1BQ3R w - - 0 16,h1f1,1
2rq1rk1/1p1bbpp1/p1p2n1p/5p2/4p3/1PN1K1PP/P1P2PB1/R1BQ1R2 b - - 1 16,e7d6,-1
2rq1rk1/1p1b1pp1/p1pb1n1p/5p2/4p3/1PN1K1PP/P1P2PB1/R1BQ1R2 w - - 2 17,f2f4,1
2rq1rk1/1p1b1pp1/p1pb1n1p/5p2/4pP2/1PN1K1PP/P1P3B1/R1BQ1R2 b - f3 0 17,d6e5,-1
2rq1rk1/1p1b1pp1/p1p2n1p/4bp2/4pP2/1PN1K1PP/P1P3B1/R1BQ1R2 w - - 1 18,c3a4,1
2rq1rk1/1p1b1pp1/p1p2n1p/4bp2/N3pP2/1P2K1PP/P1P3B1/R1BQ1R2 b - - 2 18,e5f4,-1
2rq1rk1/1p1b1pp1/p1p2n1p/5p2/N3pb2/1P2K1PP/P1P3B1/R1BQ1R2 w - - 0 19,g3f4,1
2rq1rk1/1p1b1pp1/p1p2n1p/5p2/N3pP2/1P2K2P/P1P3B1/R1BQ1R2 b - - 0 19,d8c7,-1
2r2rk1/1pqb1pp1/p1p2n1p/5p2/N3pP2/1P2K2P/P1P3B1/R1BQ1R2 w - - 1 20,f1e1,1
2r2rk1/1pqb1pp1/p1p2n1p/5p2/N3pP2/1P2K2P/P1P3B1/R1BQR3 b - - 2 20,f8e8,-1
2r1r1k1/1pqb1pp1/p1p2n1p/5p2/N3pP2/1P2K2P/P1P3B1/R1BQR3 w - - 3 21,a4c5,1
2r1r1k1/1pqb1pp1/p1p2n1p/2N2p2/4pP2/1P2K2P/P1P3B1/R1BQR3 b - - 4 21,c7a5,-1
2r1r1k1/1p1b1pp1/p1p2n1p/q1N2p2/4pP2/1P2K2P/P1P3B1/R1BQR3 w - - 5 22,c5e6,1
2r1r1k1/1p1b1pp1/p1p1Nn1p/q4p2/4pP2/1P2K2P/P1P3B1/R1BQR3 b - - 6 22,f7e6,-1
2r1r1k1/1p1b2p1/p1p1pn1p/q4p2/4pP2/1P2K2P/P1P3B1/R1BQR3 w - - 0 23,d1g4,1
2r1r1k1/1p1b2p1/p1p1pn1p/q4p2/4pPQ1/1P2K2P/P1P3B1/R1B1R3 b - - 1 23,a5b6,-1
2r1r1k1/1p1b2p1/pqp1pn1p/5p2/4pPQ1/1P2K2P/P1P3B1/R1B1R3 w - - 2 24,e3d2,1
2r1r1k1/1p1b2p1/pqp1pn1p/5p2/4pPQ1/1P5P/P1PK2B1/R1B1R3 b - - 3 24,f6g4,-1
2r1r1k1/1p1b2p1/pqp1p2p/5p2/4pPn1/1P5P/P1PK2B1/R1B1R3 w - - 0 25,e1e4,1
2r1r1k1/1p1b2p1/pqp1p2p/5p2/4RPn1/1P5P/P1PK2B1/R1B5 b - - 0 25,f5e4,-1
2r1r1k1/1p1b2p1/pqp1p2p/8/4pPn1/1P5P/P1PK2B1/R1B5 w - - 0 26,h3g4,1
2r1r1k1/1p1b2p1/pqp1p2p/8/4pPP1/1P6/P1PK2B1/R1B5 b - - 0 26,b6b5,-1
2r1r1k1/1p1b2p1/p1p1p2p/1q6/4pPP1/1P6/P1PK2B1/R1B5 w - - 1 27,c1b2,1
2r1r1k1/1p1b2p1/p1p1p2p/1q6/4pPP1/1P6/PBPK2B1/R7 b - - 2 27,b5b4,-1
2r1r1k1/1p1b2p1/p1p1p2p/8/1q2pPP1/1P6/PBPK2B1/R7 w - - 3 28,c2c3,1
2r1r1k1/1p1b2p1/p1p1p2p/8/1q2pPP1/1PP5/PB1K2B1/R7 b - - 0 28,b4c5,-1
2r1r1k1/1p1b2p1/p1p1p2p/2q5/4pPP1/1PP5/PB1K2B1/R7 w - - 1 29,d2d1,1
2r1r1k1/1p1b2p1/p1p1p2p/2q5/4pPP1/1PP5/PB4B1/R2K4 b - - 2 29,c5d6,-1
2r1r1k1/1p1b2p1/p1pqp2p/8/4pPP1/1PP5/PB4B1/R2K4 w - - 3 30,d1c1,1
2r1r1k1/1p1b2p1/p1pqp2p/8/4pPP1/1PP5/PB4B1/R1K5 b - - 4 30,d6c5,-1
2r1r1k1/1p1b2p1/p1p1p2p/2q5/4pPP1/1PP5/PB4B1/R1K5 w - - 5 31,g2e4,1
2r1r1k1/1p1b2p1/p1p1p2p/2q5/4BPP1/1PP5/PB6/R1K5 b - - 0 31,c5b4,-1
2r1r1k1/1p1b2p1/p1p1p2p/8/1q2BPP1/1PP5/PB6/R1K5 w - - 1 32,a1b1,1
2r1r1k1/1p1b2p1/p1p1p2p/8/1q2BPP1/1PP5/PB6/1RK5 b - - 2 32,b4c4,-1
2r1r1k1/1p1b2p1/p1p1p2p/8/2q1BPP1/1PP5/PB6/1RK5 w - - 3 33,e4h1,1
2r1r1k1/1p1b2p1/p1p1p2p/8/2q2PP1/1PP5/PB6/1RK4B b - - 4 33,c4b3,-1
2r1r1k1/1p1b2p1/p1p1p2p/8/5PP1/1qP5/PB6/1RK4B w - - 0 34,a2b3,1
2r1r1k1/1p1b2p1/p1p1p2p/8/5PP1/1PP5/1B6/1RK4B b - - 0 34,g8h7,-1
2r1r3/1p1b2pk/p1p1p2p/8/5PP1/1PP5/1B6/1RK4B w - - 1 35,c1d2,1
2r1r3/1p1b2pk/p1p1p2p/8/5PP1/1PP5/1B1K4/1R5B b - - 2 35,g7g6,-1
2r1r3/1p1b3k/p1p1p1pp/8/5PP1/1PP5/1B1K4/1R5B w - - 0 36,g4g5,1
2r1r3/1p1b3k/p1p1p1pp/6P1/5P2/1PP5/1B1K4/1R5B b - - 0 36,h6g5,-1
2r1r3/1p1b3k/p1p1p1p1/6p1/5P2/1PP5/1B1K4/1R5B w - - 0 37,f4g5,1
2r1r3/1p1b3k/p1p1p1p1/6P1/8/1PP5/1B1K4/1R5B b - - 0 37,e8e7,-1
2r5/1p1br2k/p1p1p1p1/6P1/8/1PP5/1B1K4/1R5B w - - 1 38,d2e2,1
2r5/1p1br2k/p1p1p1p1/6P1/8/1PP5/1B2K3/1R5B b - - 2 38,e6e5,-1
2r5/1p1br2k/p1p3p1/4p1P1/8/1PP5/1B2K3/1R5B w - - 0 39,e2f2,1
2r5/1p1br2k/p1p3p1/4p1P1/8/1PP5/1B3K2/1R5B b - - 1 39,e7f7,-1
2r5/1p1b1r1k/p1p3p1/4p1P1/8/1PP5/1B3K2/1R5B w - - 2 40,f2e2,1
2r5/1p1b1r1k/p1p3p1/4p1P1/8/1PP5/1B2K3/1R5B b - - 3 40,f7f6,-1
2r5/1p1b3k/p1p2rp1/4p1P1/8/1PP5/1B2K3/1R5B w - - 4 41,b1a1,1
2r5/1p1b3k/p1p2rp1/4p1P1/8/1PP5/1B2K3/R6B b - - 5 41,f6e6,-1
2r5/1p1b3k/p1p1r1p1/4p1P1/8/1PP5/1B2K3/R6B w - - 6 42,a1e1,1
2r5/1p1b3k/p1p1r1p1/4p1P1/8/1PP5/1B2K3/4R2B b - - 7 42,e6f6,-1
2r5/1p1b3k/p1p2rp1/4p1P1/8/1PP5/1B2K3/4R2B w - - 8 43,g5f6,1
2r5/1p1b3k/p1p2Pp1/4p3/8/1PP5/1B2K3/4R2B b - - 0 43,h7h6,-1
2r5/1p1b4/p1p2Ppk/4p3/8/1PP5/1B2K3/4R2B w - - 1 44,e2f2,1
2r5/1p1b4/p1p2Ppk/4p3/8/1PP5/1B3K2/4R2B b - - 2 44,h6h5,-1
2r5/1p1b4/p1p2Pp1/4p2k/8/1PP5/1B3K2/4R2B w - - 3 45,h1f3,1
2r5/1p1b4/p1p2Pp1/4p2k/8/1PP2B2/1B3K2/4R3 b - - 4 45,h5h4,-1
2r5/1p1b4/p1p2Pp1/4p3/7k/1PP2B2/1B3K2/4R3 w - - 5 46,f3e2,1
2r5/1p1b4/p1p2Pp1/4p3/7k/1PP5/1B2BK2/4R3 b - - 6 46,h4h3,-1
2r5/1p1b4/p1p2Pp1/4p3/8/1PP4k/1B2BK2/4R3 w - - 7 47,e1d1,1
2r5/1p1b4/p1p2Pp1/4p3/8/1PP4k/1B2BK2/3R4 b - - 8 47,h3h2,-1
2r5/1p1b4/p1p2Pp1/4p3/8/1PP5/1B2BK1k/3R4 w - - 9 48,d1f1,1
2r5/1p1b4/p1p2Pp1/4p3/8/1PP5/1B2BK1k/5R2 b - - 10 48,h2h3,-1
2r5/1p1b4/p1p2Pp1/4p3/8/1PP4k/1B2BK2/5R2 w - - 11 49,f1h1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f2f4,-1
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,g1f3,-1
rnbqkbnr/ppp1pppp/8/3p4/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq - 1 2,g8f6,1
rnbqkb1r/ppp1pppp/5n2/3p4/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,d2d3,-1
rnbqkb1r/ppp1pppp/5n2/3p4/5P2/3P1N2/PPP1P1PP/RNBQKB1R b KQkq - 0 3,e7e6,1
rnbqkb1r/ppp2ppp/4pn2/3p4/5P2/3P1N2/PPP1P1PP/RNBQKB1R w KQkq - 0 4,e2e3,-1
rnbqkb1r/ppp2ppp/4pn2/3p4/5P2/3PPN2/PPP3PP/RNBQKB1R b KQkq - 0 4,f8e7,1
rnbqk2r/ppp1bppp/4pn2/3p4/5P2/3PPN2/PPP3PP/RNBQKB1R w KQkq - 1 5,b2b3,-1
rnbqk2r/ppp1bppp/4pn2/3p4/5P2/1P1PPN2/P1P3PP/RNBQKB1R b KQkq - 0 5,e8g8,1
rnbq1rk1/ppp1bppp/4pn2/3p4/5P2/1P1PPN2/P1P3PP/RNBQKB1R w KQ - 1 6,c1a3,-1
rnbq1rk1/ppp1bppp/4pn2/3p4/5P2/BP1PPN2/P1P3PP/RN1QKB1R b KQ - 2 6,b8c6,1
r1bq1rk1/ppp1bppp/2n1pn2/3p4/5P2/BP1PPN2/P1P3PP/RN1QKB1R w KQ - 3 7,c2c3,-1
r1bq1rk1/ppp1bppp/2n1pn2/3p4/5P2/BPPPPN2/P5PP/RN1QKB1R b KQ - 0 7,a7a6,1
r1bq1rk1/1pp1bppp/p1n1pn2/3p4/5P2/BPPPPN2/P5PP/RN1QKB1R w KQ - 0 8,b1d2,-1
r1bq1rk1/1pp1bppp/p1n1pn2/3p4/5P2/BPPPPN2/P2N2PP/R2QKB1R b KQ - 1 8,c8d7,1
r2q1rk1/1ppbbppp/p1n1pn2/3p4/5P2/BPPPPN2/P2N2PP/R2QKB1R w KQ - 2 9,f1e2,-1
r2q1rk1/1ppbbppp/p1n1pn2/3p4/5P2/BPPPPN2/P2NB1PP/R2QK2R b KQ - 3 9,h7h6,1
r2q1rk1/1ppbbpp1/p1n1pn1p/3p4/5P2/BPPPPN2/P2NB1PP/R2QK2R w KQ - 0 10,d2b1,-1
r2q1rk1/1ppbbpp1/p1n1pn1p/3p4/5P2/BPPPPN2/P3B1PP/RN1QK2R b KQ - 1 10,a8c8,1
2rq1rk1/1ppbbpp1/p1n1pn1p/3p4/5P2/BPPPPN2/P3B1PP/RN1QK2R w KQ - 2 11,b3b4,-1
2rq1rk1/1ppbbpp1/p1n1pn1p/3p4/1P3P2/B1PPPN2/P3B1PP/RN1QK2R b KQ - 0 11,f6e4,1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1P2nP2/B1PPPN2/P3B1PP/RN1QK2R w KQ - 1 12,f3d2,-1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1P2nP2/B1PPP3/P2NB1PP/RN1QK2R b KQ - 2 12,e4d2,1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1P3P2/B1PPP3/P2nB1PP/RN1QK2R w KQ - 0 13,c3c4,-1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1PP2P2/B2PP3/P2nB1PP/RN1QK2R b KQ - 0 13,d2e4,1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1PP1nP2/B2PP3/P3B1PP/RN1QK2R w KQ - 1 14,b1d2,-1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1PP1nP2/B2PP3/P2NB1PP/R2QK2R b KQ - 2 14,e4d2,1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1PP2P2/B2PP3/P2nB1PP/R2QK2R w KQ - 0 15,d1d2,-1
2rq1rk1/1ppbbpp1/p1n1p2p/3p4/1PP2P2/B2PP3/P2QB1PP/R3K2R b KQ - 0 15,d5c4,1
2rq1rk1/1ppbbpp1/p1n1p2p/8/1Pp2P2/B2PP3/P2QB1PP/R3K2R w KQ - 0 16,d3c4,-1
2rq1rk1/1ppbbpp1/p1n1p2p/8/1PP2P2/B3P3/P2QB1PP/R3K2R b KQ - 0 16,e7f6,1
2rq1rk1/1ppb1pp1/p1n1pb1p/8/1PP2P2/B3P3/P2QB1PP/R3K2R w KQ - 1 17,e1g1,-1
2rq1rk1/1ppb1pp1/p1n1pb1p/8/1PP2P2/B3P3/P2QB1PP/R4RK1 b - - 2 17,c6e5,1
2rq1rk1/1ppb1pp1/p3pb1p/4n3/1PP2P2/B3P3/P2QB1PP/R4RK1 w - - 3 18,h2h4,-1
2rq1rk1/1ppb1pp1/p3pb1p/4n3/1PP2P1P/B3P3/P2QB1P1/R4RK1 b - - 0 18,e5f3,1
2rq1rk1/1ppb1pp1/p3pb1p/8/1PP2P1P/B3Pn2/P2QB1P1/R4RK1 w - - 1 19,e2f3,-1
2rq1rk1/1ppb1pp1/p3pb1p/8/1PP2P1P/B3PB2/P2Q2P1/R4RK1 b - - 0 19,e6e5,1
2rq1rk1/1ppb1pp1/p4b1p/4p3/1PP2P1P/B3PB2/P2Q2P1/R4RK1 w - - 0 20,f4e5,-1
2rq1rk1/1ppb1pp1/p4b1p/4P3/1PP4P/B3PB2/P2Q2P1/R4RK1 b - - 0 20,f6e5,1
2rq1rk1/1ppb1pp1/p6p/4b3/1PP4P/B3PB2/P2Q2P1/R4RK1 w - - 0 21,d2c1,-1
2rq1rk1/1ppb1pp1/p6p/4b3/1PP4P/B3PB2/P5P1/R1Q2RK1 b - - 1 21,e5d4,1
2rq1rk1/1ppb1pp1/p6p/8/1PPb3P/B3PB2/P5P1/R1Q2RK1 w - - 2 22,c1d2,-1
2rq1rk1/1ppb1pp1/p6p/8/1PPb3P/B3PB2/P2Q2P1/R4RK1 b - - 3 22,d4e3,1
2rq1rk1/1ppb1pp1/p6p/8/1PP4P/B3bB2/P2Q2P1/R4RK1 w - - 0 23,g1h1,-1
2rq1rk1/1ppb1pp1/p6p/8/1PP4P/B3bB2/P2Q2P1/R4R1K b - - 1 23,e3f4,1
2rq1rk1/1ppb1pp1/p6p/8/1PP2b1P/B4B2/P2Q2P1/R4R1K w - - 2 24,h4h5,-1
2rq1rk1/1ppb1pp1/p6p/7P/1PP2b2/B4B2/P2Q2P1/R4R1K b - - 0 24,f4g3,1
2rq1rk1/1ppb1pp1/p6p/7P/1PP5/B4Bb1/P2Q2P1/R4R1K w - - 1 25,f3g4,-1
2rq1rk1/1ppb1pp1/p6p/7P/1PP3B1/B5b1/P2Q2P1/R4R1K b - - 2 25,d8e7,1
2r2rk1/1ppbqpp1/p6p/7P/1PP3B1/B5b1/P2Q2P1/R4R1K w - - 3 26,d2d1,-1
2r2rk1/1ppbqpp1/p6p/7P/1PP3B1/B5b1/P5P1/R2Q1R1K b - - 4 26,e7f6,1
2r2rk1/1ppb1pp1/p4q1p/7P/1PP3B1/B5b1/P5P1/R2Q1R1K w - - 5 27,d1f3,-1
2r2rk1/1ppb1pp1/p4q1p/7P/1PP3B1/B4Qb1/P5P1/R4R1K b - - 6 27,f6f5,1
2r2rk1/1ppb1pp1/p6p/5q1P/1PP3B1/B4Qb1/P5P1/R4R1K w - - 7 28,f3f4,-1
2r2rk1/1ppb1pp1/p6p/5q1P/1PP2QB1/B5b1/P5P1/R4R1K b - - 8 28,f5e5,1
2r2rk1/1ppb1pp1/p6p/4q2P/1PP2QB1/B5b1/P5P1/R4R1K w - - 9 29,f4g3,-1
2r2rk1/1ppb1pp1/p6p/4q2P/1PP3B1/B5Q1/P5P1/R4R1K b - - 0 29,e5f6,1
2r2rk1/1ppb1pp1/p4q1p/7P/1PP3B1/B5Q1/P5P1/R4R1K w - - 1 30,g3e5,-1
2r2rk1/1ppb1pp1/p4q1p/4Q2P/1PP3B1/B7/P5P1/R4R1K b - - 2 30,d7c6,1
2r2rk1/1pp2pp1/p1b2q1p/4Q2P/1PP3B1/B7/P5P1/R4R1K w - - 3 31,a1c1,-1
2r2rk1/1pp2pp1/p1b2q1p/4Q2P/1PP3B1/B7/P5P1/2R2R1K b - - 4 31,f6h4,1
2r2rk1/1pp2pp1/p1b4p/4Q2P/1PP3Bq/B7/P5P1/2R2R1K w - - 5 32,h1g1,-1
2r2rk1/1pp2pp1/p1b4p/4Q2P/1PP3Bq/B7/P5P1/2R2RK1 b - - 6 32,f8e8,1
2r1r1k1/1pp2pp1/p1b4p/4Q2P/1PP3Bq/B7/P5P1/2R2RK1 w - - 7 33,f1f7,-1
2r1r1k1/1pp2Rp1/p1b4p/4Q2P/1PP3Bq/B7/P5P1/2R3K1 b - - 0 33,h4h3,1
2r1r1k1/1pp2Rp1/p1b4p/4Q2P/1PP3B1/B6q/P5P1/2R3K1 w - - 1 34,e5g5,-1
2r1r1k1/1pp2Rp1/p1b4p/6QP/1PP3B1/B6q/P5P1/2R3K1 b - - 2 34,h3h1,1
2r1r1k1/1pp2Rp1/p1b4p/6QP/1PP3B1/B7/P5P1/2R3Kq w - - 3 35,g1f2,-1
2r1r1k1/1pp2Rp1/p1b4p/6QP/1PP3B1/B7/P4KP1/2R4q b - - 4 35,h6g5,1
2r1r1k1/1pp2Rp1/p1b5/6pP/1PP3B1/B7/P4KP1/2R4q w - - 0 36,c1f1,-1
2r1r1k1/1pp2Rp1/p1b5/6pP/1PP3B1/B7/P4KP1/5R1q b - - 1 36,h1h2,1
2r1r1k1/1pp2Rp1/p1b5/6pP/1PP3B1/B7/P4KPq/5R2 w - - 2 37,f1h1,-1
2r1r1k1/1pp2Rp1/p1b5/6pP/1PP3B1/B7/P4KPq/7R b - - 3 37,h2g2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,-1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,-1
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1c4,-1
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,d2d3,-1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,f8c5,1
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,c4f7,-1
r1bqk2r/pppp1Bpp/2n2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,e8f7,1
r1bq3r/pppp1kpp/2n2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQ - 0 6,e1g1,-1
